electricity_id,user_id,date,units_kwh,meter_reading,source,created_at
100,1,2025-04-10,5.2,2092.87,Grid,2025-04-10
101,1,2025-04-11,7.37,4474.33,Solar,2025-04-11
102,1,2025-04-12,7.37,4990.66,Grid,2025-04-12
103,1,2025-04-13,6.99,4040.91,Grid,2025-04-13
104,1,2025-04-14,6.87,1838.08,Solar,2025-04-14
105,1,2025-04-15,9.28,1433.17,Solar,2025-04-15
106,1,2025-04-16,5.35,1182.86,Solar,2025-04-16
107,1,2025-04-17,9.7,2196.52,Solar,2025-04-17
108,1,2025-04-18,7.29,1351.01,Grid,2025-04-18
109,1,2025-04-19,6.93,2411.3,Solar,2025-04-19
110,1,2025-04-20,5.98,2284.06,Solar,2025-04-20
111,1,2025-04-21,5.09,3282.93,Solar,2025-04-21
112,1,2025-04-22,6.59,4146.12,Grid,2025-04-22
113,1,2025-04-23,9.07,3479.6,Solar,2025-04-23
114,1,2025-04-24,8.48,3906.56,Grid,2025-04-24
115,1,2025-04-25,8.68,4389.24,Grid,2025-04-25
116,1,2025-04-26,5.89,1166.99,Grid,2025-04-26
117,1,2025-04-27,7.06,3968.34,Grid,2025-04-27
118,1,2025-04-28,9.65,1065.14,Grid,2025-04-28
119,1,2025-04-29,8.75,2242.95,Grid,2025-04-29
120,1,2025-04-30,9.51,4552.93,Grid,2025-04-30
121,1,2025-05-01,9.48,4598.21,Solar,2025-05-01
122,1,2025-05-02,9.53,3698.49,Solar,2025-05-02
123,1,2025-05-03,9.75,3836.44,Solar,2025-05-03
124,1,2025-05-04,8.16,1532.93,Solar,2025-05-04
125,1,2025-05-05,6.64,4204.11,Grid,2025-05-05
126,1,2025-05-06,8.95,1189.15,Grid,2025-05-06
127,1,2025-05-07,5.29,3815.99,Solar,2025-05-07
128,1,2025-05-08,9.44,1509.77,Grid,2025-05-08
129,1,2025-05-09,5.71,3522.63,Grid,2025-05-09
130,1,2025-05-10,5.42,1276.44,Solar,2025-05-10
131,1,2025-05-11,8.53,1819.3,Solar,2025-05-11
132,1,2025-05-12,6.87,3574.0,Solar,2025-05-12
133,1,2025-05-13,9.93,4286.36,Grid,2025-05-13
134,1,2025-05-14,8.89,1255.52,Solar,2025-05-14
135,1,2025-05-15,9.53,4542.73,Solar,2025-05-15
136,1,2025-05-16,7.34,4917.71,Grid,2025-05-16
137,1,2025-05-17,5.59,2909.54,Grid,2025-05-17
138,1,2025-05-18,7.92,2970.08,Solar,2025-05-18
139,1,2025-05-19,9.34,2745.02,Solar,2025-05-19
140,1,2025-05-20,9.85,3603.71,Solar,2025-05-20
141,1,2025-05-21,7.64,2486.81,Grid,2025-05-21
142,1,2025-05-22,7.77,1688.16,Solar,2025-05-22
143,1,2025-05-23,8.15,1574.3,Solar,2025-05-23
144,1,2025-05-24,7.92,1344.39,Solar,2025-05-24
145,1,2025-05-25,9.75,4658.11,Grid,2025-05-25
146,1,2025-05-26,6.39,3761.99,Grid,2025-05-26
147,1,2025-05-27,6.77,3105.66,Solar,2025-05-27
148,1,2025-05-28,9.87,3159.65,Grid,2025-05-28
149,1,2025-05-29,7.68,2847.04,Grid,2025-05-29
150,1,2025-05-30,8.42,2605.18,Solar,2025-05-30
151,1,2025-05-31,9.11,4625.24,Grid,2025-05-31
152,1,2025-06-01,8.07,1269.97,Grid,2025-06-01
153,1,2025-06-02,5.23,4833.21,Solar,2025-06-02
154,1,2025-06-03,9.05,1666.4,Solar,2025-06-03
155,1,2025-06-04,6.9,4614.46,Grid,2025-06-04
156,1,2025-06-05,7.34,4384.35,Grid,2025-06-05
157,1,2025-06-06,5.28,2253.75,Solar,2025-06-06
158,1,2025-06-07,9.98,1792.23,Solar,2025-06-07
159,1,2025-06-08,9.72,2944.66,Solar,2025-06-08
160,1,2025-06-09,7.25,3471.85,Grid,2025-06-09
161,1,2025-06-10,6.14,4973.26,Grid,2025-06-10
162,1,2025-06-11,6.79,4209.94,Solar,2025-06-11
163,1,2025-06-12,8.86,2078.03,Grid,2025-06-12
164,1,2025-06-13,7.8,4468.07,Solar,2025-06-13
165,1,2025-06-14,5.14,2504.98,Solar,2025-06-14
166,1,2025-06-15,8.52,3089.55,Solar,2025-06-15
167,1,2025-06-16,5.07,4369.67,Grid,2025-06-16
168,1,2025-06-17,6.96,2258.28,Grid,2025-06-17
169,1,2025-06-18,7.57,4189.59,Grid,2025-06-18
170,1,2025-06-19,8.11,3689.11,Grid,2025-06-19
171,1,2025-06-20,5.74,2940.19,Grid,2025-06-20
172,1,2025-06-21,7.3,1806.44,Solar,2025-06-21
173,1,2025-06-22,6.64,3710.52,Grid,2025-06-22
174,1,2025-06-23,5.64,3017.78,Grid,2025-06-23
175,1,2025-06-24,8.2,1329.38,Solar,2025-06-24
176,1,2025-06-25,9.48,4342.25,Grid,2025-06-25
177,1,2025-06-26,5.86,3776.05,Grid,2025-06-26
178,1,2025-06-27,5.84,1017.11,Grid,2025-06-27
179,1,2025-06-28,5.44,3711.46,Grid,2025-06-28
180,1,2025-06-29,6.03,1782.64,Solar,2025-06-29
181,2,2025-01-01,15.52,4039.95,Solar,2025-01-01
182,2,2025-01-02,15.02,3710.61,Grid,2025-01-02
183,2,2025-01-03,17.37,2488.47,Solar,2025-01-03
184,2,2025-01-04,15.99,4679.84,Grid,2025-01-04
185,2,2025-01-05,13.88,3871.34,Solar,2025-01-05
186,2,2025-01-06,13.7,4214.01,Grid,2025-01-06
187,2,2025-01-07,15.71,2408.29,Grid,2025-01-07
188,2,2025-01-08,10.86,3140.17,Grid,2025-01-08
189,2,2025-01-09,12.15,2990.06,Grid,2025-01-09
190,2,2025-01-10,12.58,4111.06,Grid,2025-01-10
191,2,2025-01-11,17.12,4635.91,Grid,2025-01-11
192,2,2025-01-12,13.99,1066.7,Grid,2025-01-12
193,2,2025-01-13,14.69,1516.63,Solar,2025-01-13
194,2,2025-01-14,12.27,2577.35,Solar,2025-01-14
195,2,2025-01-15,12.85,4804.6,Solar,2025-01-15
196,2,2025-01-16,10.81,3702.48,Solar,2025-01-16
197,2,2025-01-17,11.49,2830.9,Solar,2025-01-17
198,2,2025-01-18,17.17,4498.43,Solar,2025-01-18
199,2,2025-01-19,17.86,4451.08,Grid,2025-01-19
200,2,2025-01-20,16.92,4147.86,Grid,2025-01-20
201,2,2025-01-21,15.35,2871.77,Solar,2025-01-21
202,2,2025-01-22,12.24,1406.21,Grid,2025-01-22
203,2,2025-01-23,13.4,1187.18,Grid,2025-01-23
204,2,2025-01-24,14.88,4518.07,Grid,2025-01-24
205,2,2025-01-25,13.85,4864.77,Grid,2025-01-25
206,2,2025-01-26,12.69,1631.35,Solar,2025-01-26
207,2,2025-01-27,12.58,3194.11,Solar,2025-01-27
208,2,2025-01-28,16.08,3086.83,Solar,2025-01-28
209,2,2025-01-29,13.29,1789.23,Grid,2025-01-29
210,2,2025-01-30,16.64,3690.75,Grid,2025-01-30
211,2,2025-01-31,17.51,1065.28,Grid,2025-01-31
212,2,2025-02-01,14.6,4120.86,Grid,2025-02-01
213,2,2025-02-02,16.36,1425.48,Grid,2025-02-02
214,2,2025-02-03,16.52,3023.43,Grid,2025-02-03
215,2,2025-02-04,12.87,3667.06,Grid,2025-02-04
216,2,2025-02-05,16.53,3897.68,Solar,2025-02-05
217,2,2025-02-06,12.41,4056.65,Grid,2025-02-06
218,2,2025-02-07,17.2,2142.02,Solar,2025-02-07
219,2,2025-02-08,17.25,2771.85,Solar,2025-02-08
220,2,2025-02-09,15.02,1531.62,Solar,2025-02-09
221,2,2025-02-10,14.96,3113.87,Solar,2025-02-10
222,2,2025-02-11,11.21,4426.46,Grid,2025-02-11
223,2,2025-02-12,15.95,1486.82,Grid,2025-02-12
224,2,2025-02-13,17.01,4132.62,Solar,2025-02-13
225,2,2025-02-14,10.89,4351.54,Grid,2025-02-14
226,2,2025-02-15,13.18,4028.12,Solar,2025-02-15
227,2,2025-02-16,11.83,1441.42,Solar,2025-02-16
228,2,2025-02-17,15.13,3079.19,Grid,2025-02-17
229,2,2025-02-18,12.77,4455.88,Solar,2025-02-18
230,2,2025-02-19,13.21,4266.76,Solar,2025-02-19
231,2,2025-02-20,11.23,1121.31,Solar,2025-02-20
232,2,2025-02-21,14.89,4864.91,Grid,2025-02-21
233,2,2025-02-22,14.52,4381.94,Solar,2025-02-22
234,2,2025-02-23,11.22,4742.75,Grid,2025-02-23
235,2,2025-02-24,13.39,1375.81,Grid,2025-02-24
236,2,2025-02-25,13.61,1155.96,Grid,2025-02-25
237,2,2025-02-26,11.0,2480.4,Solar,2025-02-26
238,2,2025-02-27,14.73,2317.94,Solar,2025-02-27
239,2,2025-02-28,12.68,4960.18,Solar,2025-02-28
240,2,2025-03-01,12.67,3699.92,Grid,2025-03-01
241,2,2025-03-02,12.77,3644.69,Grid,2025-03-02
242,2,2025-03-03,13.62,2043.64,Grid,2025-03-03
243,2,2025-03-04,11.41,1348.96,Solar,2025-03-04
244,2,2025-03-05,17.32,2285.09,Grid,2025-03-05
245,2,2025-03-06,15.06,1219.48,Grid,2025-03-06
246,2,2025-03-07,17.69,4118.94,Solar,2025-03-07
247,2,2025-03-08,10.68,1846.55,Solar,2025-03-08
248,2,2025-03-09,10.54,3640.93,Solar,2025-03-09
249,2,2025-03-10,11.64,2817.38,Grid,2025-03-10
250,2,2025-03-11,13.78,2282.96,Grid,2025-03-11
251,2,2025-03-12,13.63,1042.42,Solar,2025-03-12
252,2,2025-03-13,14.48,2741.87,Grid,2025-03-13
253,2,2025-03-14,17.57,4042.0,Grid,2025-03-14
254,2,2025-03-15,13.27,1417.89,Grid,2025-03-15
255,2,2025-03-16,15.73,1798.59,Grid,2025-03-16
256,2,2025-03-17,11.78,2778.89,Solar,2025-03-17
257,2,2025-03-18,10.83,2527.28,Grid,2025-03-18
258,2,2025-03-19,15.22,4651.59,Solar,2025-03-19
259,2,2025-03-20,11.95,4272.29,Solar,2025-03-20
260,2,2025-03-21,13.18,1566.97,Solar,2025-03-21
261,2,2025-03-22,17.17,4625.28,Grid,2025-03-22
262,2,2025-03-23,11.66,4956.92,Solar,2025-03-23
263,2,2025-03-24,14.66,4889.14,Solar,2025-03-24
264,2,2025-03-25,12.73,4536.52,Solar,2025-03-25
265,2,2025-03-26,12.14,1416.69,Grid,2025-03-26
266,2,2025-03-27,14.42,4092.62,Grid,2025-03-27
267,2,2025-03-28,16.11,1170.42,Grid,2025-03-28
268,2,2025-03-29,17.16,1083.22,Solar,2025-03-29
269,2,2025-03-30,10.18,2275.43,Solar,2025-03-30
270,2,2025-03-31,12.06,2219.29,Solar,2025-03-31
271,2,2025-04-01,14.21,2364.36,Solar,2025-04-01
272,2,2025-04-02,10.15,1525.22,Solar,2025-04-02
273,2,2025-04-03,14.61,1835.46,Solar,2025-04-03
274,2,2025-04-04,16.64,1096.03,Grid,2025-04-04
275,2,2025-04-05,11.1,3346.82,Grid,2025-04-05
276,2,2025-04-06,14.8,3643.02,Grid,2025-04-06
277,2,2025-04-07,17.32,1050.27,Grid,2025-04-07
278,2,2025-04-08,10.38,3538.25,Grid,2025-04-08
279,2,2025-04-09,10.66,4180.14,Grid,2025-04-09
280,2,2025-04-10,13.11,4963.81,Solar,2025-04-10
281,2,2025-04-11,12.38,2912.45,Solar,2025-04-11
282,2,2025-04-12,15.31,2145.05,Solar,2025-04-12
283,2,2025-04-13,11.72,4653.44,Solar,2025-04-13
284,2,2025-04-14,14.76,4848.67,Solar,2025-04-14
285,2,2025-04-15,12.67,1933.83,Grid,2025-04-15
286,2,2025-04-16,10.6,3977.04,Solar,2025-04-16
287,2,2025-04-17,15.51,3186.91,Solar,2025-04-17
288,2,2025-04-18,16.55,4984.96,Grid,2025-04-18
289,2,2025-04-19,14.72,4060.34,Solar,2025-04-19
290,2,2025-04-20,17.34,2218.87,Solar,2025-04-20
291,2,2025-04-21,13.57,2198.34,Grid,2025-04-21
292,2,2025-04-22,15.86,2566.07,Grid,2025-04-22
293,2,2025-04-23,15.54,4378.59,Grid,2025-04-23
294,2,2025-04-24,11.77,2967.94,Grid,2025-04-24
295,2,2025-04-25,10.32,2450.36,Solar,2025-04-25
296,2,2025-04-26,11.44,1936.36,Grid,2025-04-26
297,2,2025-04-27,15.58,2359.91,Grid,2025-04-27
298,2,2025-04-28,17.77,1895.46,Solar,2025-04-28
299,2,2025-04-29,16.76,2897.69,Grid,2025-04-29
300,2,2025-04-30,14.77,2265.02,Grid,2025-04-30
301,2,2025-05-01,15.57,4693.04,Grid,2025-05-01
302,2,2025-05-02,12.52,3266.25,Grid,2025-05-02
303,2,2025-05-03,12.55,4273.63,Solar,2025-05-03
304,2,2025-05-04,14.93,4781.84,Solar,2025-05-04
305,2,2025-05-05,10.17,4564.83,Solar,2025-05-05
306,2,2025-05-06,17.51,3651.48,Grid,2025-05-06
307,2,2025-05-07,16.14,2526.6,Solar,2025-05-07
308,2,2025-05-08,15.02,3748.96,Grid,2025-05-08
309,2,2025-05-09,16.15,1809.51,Solar,2025-05-09
310,2,2025-05-10,11.91,4859.98,Solar,2025-05-10
311,2,2025-05-11,12.3,3119.33,Grid,2025-05-11
312,2,2025-05-12,10.34,3341.0,Solar,2025-05-12
313,2,2025-05-13,13.07,1786.4,Solar,2025-05-13
314,2,2025-05-14,17.6,2426.46,Solar,2025-05-14
315,2,2025-05-15,17.03,2318.59,Grid,2025-05-15
316,2,2025-05-16,14.91,4662.52,Grid,2025-05-16
317,2,2025-05-17,11.85,4213.05,Solar,2025-05-17
318,2,2025-05-18,14.86,2461.07,Grid,2025-05-18
319,2,2025-05-19,11.76,2127.55,Grid,2025-05-19
320,2,2025-05-20,12.8,2145.07,Grid,2025-05-20
321,2,2025-05-21,17.07,4398.22,Grid,2025-05-21
322,2,2025-05-22,13.17,2560.66,Grid,2025-05-22
323,2,2025-05-23,11.23,1228.97,Solar,2025-05-23
324,2,2025-05-24,14.3,4031.56,Grid,2025-05-24
325,2,2025-05-25,10.73,2541.43,Solar,2025-05-25
326,2,2025-05-26,11.04,4860.59,Solar,2025-05-26
327,2,2025-05-27,16.48,4071.81,Grid,2025-05-27
328,2,2025-05-28,10.7,2962.59,Grid,2025-05-28
329,2,2025-05-29,15.79,1520.92,Grid,2025-05-29
330,2,2025-05-30,11.76,2672.87,Solar,2025-05-30
331,2,2025-05-31,13.96,3752.08,Solar,2025-05-31
332,2,2025-06-01,12.78,1111.96,Grid,2025-06-01
333,2,2025-06-02,12.14,1155.41,Grid,2025-06-02
334,2,2025-06-03,16.8,1335.76,Solar,2025-06-03
335,2,2025-06-04,15.58,2160.23,Grid,2025-06-04
336,2,2025-06-05,11.27,2742.71,Solar,2025-06-05
337,2,2025-06-06,16.61,2247.93,Solar,2025-06-06
338,2,2025-06-07,15.95,2966.42,Solar,2025-06-07
339,2,2025-06-08,14.06,4311.05,Grid,2025-06-08
340,2,2025-06-09,14.94,4547.88,Solar,2025-06-09
341,2,2025-06-10,15.07,2154.18,Solar,2025-06-10
342,2,2025-06-11,16.09,1560.87,Solar,2025-06-11
343,2,2025-06-12,12.73,2049.89,Grid,2025-06-12
344,2,2025-06-13,17.5,4172.2,Solar,2025-06-13
345,2,2025-06-14,15.67,3573.2,Solar,2025-06-14
346,2,2025-06-15,12.77,3043.03,Solar,2025-06-15
347,2,2025-06-16,16.97,1035.13,Solar,2025-06-16
348,2,2025-06-17,11.04,3416.12,Grid,2025-06-17
349,2,2025-06-18,12.59,2630.27,Grid,2025-06-18
350,2,2025-06-19,13.57,3792.09,Solar,2025-06-19
351,2,2025-06-20,13.41,1142.21,Solar,2025-06-20
352,2,2025-06-21,16.36,3987.53,Solar,2025-06-21
353,2,2025-06-22,15.44,2285.67,Solar,2025-06-22
354,2,2025-06-23,17.61,1697.95,Grid,2025-06-23
355,2,2025-06-24,13.36,3714.14,Grid,2025-06-24
356,2,2025-06-25,12.19,1013.21,Solar,2025-06-25
357,2,2025-06-26,17.15,3569.73,Solar,2025-06-26
358,2,2025-06-27,15.21,3152.04,Solar,2025-06-27
359,2,2025-06-28,17.75,1821.98,Solar,2025-06-28
360,2,2025-06-29,16.17,2595.9,Grid,2025-06-29
361,3,2025-01-01,8.13,1113.45,Grid,2025-01-01
362,3,2025-01-02,9.6,3120.21,Solar,2025-01-02
363,3,2025-01-03,7.41,2985.79,Solar,2025-01-03
364,3,2025-01-04,8.43,1846.66,Solar,2025-01-04
365,3,2025-01-05,7.46,1649.58,Grid,2025-01-05
366,3,2025-01-06,8.99,4352.51,Solar,2025-01-06
367,3,2025-01-07,5.36,2066.56,Solar,2025-01-07
368,3,2025-01-08,6.46,4242.99,Solar,2025-01-08
369,3,2025-01-09,8.9,4151.77,Solar,2025-01-09
370,3,2025-01-10,6.21,1564.01,Solar,2025-01-10
371,3,2025-01-11,7.49,2148.42,Grid,2025-01-11
372,3,2025-01-12,5.05,2715.72,Solar,2025-01-12
373,3,2025-01-13,5.44,2310.53,Solar,2025-01-13
374,3,2025-01-14,5.39,2779.69,Grid,2025-01-14
375,3,2025-01-15,7.84,3541.79,Grid,2025-01-15
376,3,2025-01-16,5.84,4645.4,Solar,2025-01-16
377,3,2025-01-17,5.16,3125.9,Solar,2025-01-17
378,3,2025-01-18,8.55,4343.77,Solar,2025-01-18
379,3,2025-01-19,6.7,2009.81,Solar,2025-01-19
380,3,2025-01-20,7.74,4176.67,Grid,2025-01-20
381,3,2025-01-21,8.22,2317.18,Solar,2025-01-21
382,3,2025-01-22,5.3,3198.04,Grid,2025-01-22
383,3,2025-01-23,6.1,4720.21,Grid,2025-01-23
384,3,2025-01-24,8.95,2540.76,Grid,2025-01-24
385,3,2025-01-25,7.78,1639.36,Grid,2025-01-25
386,3,2025-01-26,9.98,4983.9,Grid,2025-01-26
387,3,2025-01-27,8.4,3927.32,Grid,2025-01-27
388,3,2025-01-28,6.29,3225.42,Solar,2025-01-28
389,3,2025-01-29,8.71,1123.52,Grid,2025-01-29
390,3,2025-01-30,6.86,2499.07,Grid,2025-01-30
391,3,2025-01-31,9.34,3292.48,Solar,2025-01-31
392,3,2025-02-01,7.43,3463.09,Solar,2025-02-01
393,3,2025-02-02,7.11,1291.29,Solar,2025-02-02
394,3,2025-02-03,9.56,2343.17,Grid,2025-02-03
395,3,2025-02-04,8.16,2196.42,Grid,2025-02-04
396,3,2025-02-05,8.58,3618.71,Solar,2025-02-05
397,3,2025-02-06,6.19,2091.61,Solar,2025-02-06
398,3,2025-02-07,7.46,3317.24,Solar,2025-02-07
399,3,2025-02-08,7.23,2220.99,Solar,2025-02-08
400,3,2025-02-09,7.96,4784.41,Solar,2025-02-09
401,3,2025-02-10,9.85,3186.31,Grid,2025-02-10
402,3,2025-02-11,8.87,4337.72,Grid,2025-02-11
403,3,2025-02-12,7.27,2472.69,Grid,2025-02-12
404,3,2025-02-13,7.6,2082.35,Solar,2025-02-13
405,3,2025-02-14,7.15,2698.44,Solar,2025-02-14
406,3,2025-02-15,8.53,3952.02,Solar,2025-02-15
407,3,2025-02-16,8.68,1126.35,Grid,2025-02-16
408,3,2025-02-17,9.03,2506.42,Grid,2025-02-17
409,3,2025-02-18,6.03,4531.1,Solar,2025-02-18
410,3,2025-02-19,7.66,3001.7,Grid,2025-02-19
411,3,2025-02-20,7.26,1116.03,Solar,2025-02-20
412,3,2025-02-21,7.54,3912.8,Solar,2025-02-21
413,3,2025-02-22,9.83,3478.64,Grid,2025-02-22
414,3,2025-02-23,8.2,2194.1,Solar,2025-02-23
415,3,2025-02-24,7.44,2594.99,Solar,2025-02-24
416,3,2025-02-25,6.54,4679.23,Grid,2025-02-25
417,3,2025-02-26,8.37,3369.68,Solar,2025-02-26
418,3,2025-02-27,8.36,2738.84,Grid,2025-02-27
419,3,2025-02-28,8.46,3458.82,Grid,2025-02-28
420,3,2025-03-01,8.42,1781.38,Solar,2025-03-01
421,3,2025-03-02,7.85,3953.2,Grid,2025-03-02
422,3,2025-03-03,8.38,2532.25,Grid,2025-03-03
423,3,2025-03-04,6.97,1520.32,Grid,2025-03-04
424,3,2025-03-05,8.29,4920.64,Solar,2025-03-05
425,3,2025-03-06,9.89,2652.74,Grid,2025-03-06
426,3,2025-03-07,7.84,2920.7,Grid,2025-03-07
427,3,2025-03-08,6.64,2268.71,Solar,2025-03-08
428,3,2025-03-09,8.99,2158.22,Grid,2025-03-09
429,3,2025-03-10,7.72,4441.13,Grid,2025-03-10
430,3,2025-03-11,6.83,1264.86,Solar,2025-03-11
431,3,2025-03-12,6.94,1243.73,Grid,2025-03-12
432,3,2025-03-13,6.14,1534.67,Grid,2025-03-13
433,3,2025-03-14,8.1,4677.82,Grid,2025-03-14
434,3,2025-03-15,9.32,2494.6,Solar,2025-03-15
435,3,2025-03-16,5.13,4244.98,Solar,2025-03-16
436,3,2025-03-17,6.99,3620.27,Solar,2025-03-17
437,3,2025-03-18,8.04,3287.1,Solar,2025-03-18
438,3,2025-03-19,8.59,2456.37,Solar,2025-03-19
439,3,2025-03-20,5.98,3599.33,Grid,2025-03-20
440,3,2025-03-21,9.49,3550.71,Solar,2025-03-21
441,3,2025-03-22,9.67,4540.44,Grid,2025-03-22
442,3,2025-03-23,7.43,3392.21,Solar,2025-03-23
443,3,2025-03-24,9.02,1934.26,Grid,2025-03-24
444,3,2025-03-25,8.05,3172.0,Solar,2025-03-25
445,3,2025-03-26,5.61,1409.93,Grid,2025-03-26
446,3,2025-03-27,7.63,2877.4,Grid,2025-03-27
447,3,2025-03-28,7.84,4469.35,Solar,2025-03-28
448,3,2025-03-29,7.42,1006.09,Solar,2025-03-29
449,3,2025-03-30,5.22,1171.33,Grid,2025-03-30
