incentive_id,user_id,eco_points,rank,last_updated
106,106,473,295,2026-02-10 19:49:57.908742
107,107,466,299,2026-02-10 19:49:57.908742
108,108,974,16,2026-02-10 19:49:57.908742
109,109,986,7,2026-02-10 19:49:57.908742
110,110,855,79,2026-02-10 19:49:57.908742
111,111,469,297,2026-02-10 19:49:57.908742
112,112,908,45,2026-02-10 19:49:57.908742
113,113,976,14,2026-02-10 19:49:57.908742
114,114,662,199,2026-02-10 19:49:57.908742
115,115,429,317,2026-02-10 19:49:57.908742
116,116,159,473,2026-02-10 19:49:57.908742
117,117,485,288,2026-02-10 19:49:57.908742
118,118,948,33,2026-02-10 19:49:57.908742
119,119,647,208,2026-02-10 19:49:57.908742
120,120,974,16,2026-02-10 19:49:57.908742
121,121,931,38,2026-02-10 19:49:57.908742
122,122,104,498,2026-02-10 19:49:57.908742
123,123,693,186,2026-02-10 19:49:57.908742
124,124,178,456,2026-02-10 19:49:57.908742
125,125,772,130,2026-02-10 19:49:57.908742
126,126,154,479,2026-02-10 19:49:57.908742
127,127,733,163,2026-02-10 19:49:57.908742
128,128,731,164,2026-02-10 19:49:57.908742
129,129,383,341,2026-02-10 19:49:57.908742
130,130,369,350,2026-02-10 19:49:57.908742
131,131,308,385,2026-02-10 19:49:57.908742
132,132,337,366,2026-02-10 19:49:57.908742
133,133,464,300,2026-02-10 19:49:57.908742
134,134,696,185,2026-02-10 19:49:57.908742
135,135,947,34,2026-02-10 19:49:57.908742
136,136,447,309,2026-02-10 19:49:57.908742
137,137,783,122,2026-02-10 19:49:57.908742
138,138,202,438,2026-02-10 19:49:57.908742
139,139,510,278,2026-02-10 19:49:57.908742
140,140,748,148,2026-02-10 19:49:57.908742
141,141,189,449,2026-02-10 19:49:57.908742
142,142,172,466,2026-02-10 19:49:57.908742
143,143,299,392,2026-02-10 19:49:57.908742
144,144,760,139,2026-02-10 19:49:57.908742
145,145,908,45,2026-02-10 19:49:57.908742
146,146,154,479,2026-02-10 19:49:57.908742
147,147,714,171,2026-02-10 19:49:57.908742
148,148,174,462,2026-02-10 19:49:57.908742
149,149,759,141,2026-02-10 19:49:57.908742
150,150,779,126,2026-02-10 19:49:57.908742
151,151,830,91,2026-02-10 19:49:57.908742
152,152,272,402,2026-02-10 19:49:57.908742
153,153,221,424,2026-02-10 19:49:57.908742
154,154,862,73,2026-02-10 19:49:57.908742
155,155,158,474,2026-02-10 19:49:57.908742
156,156,403,331,2026-02-10 19:49:57.908742
157,157,813,102,2026-02-10 19:49:57.908742
158,158,672,197,2026-02-10 19:49:57.908742
159,159,654,203,2026-02-10 19:49:57.908742
160,160,155,477,2026-02-10 19:49:57.908742
161,161,133,489,2026-02-10 19:49:57.908742
162,162,735,162,2026-02-10 19:49:57.908742
163,163,250,410,2026-02-10 19:49:57.908742
164,164,544,260,2026-02-10 19:49:57.908742
165,165,760,139,2026-02-10 19:49:57.908742
166,166,818,99,2026-02-10 19:49:57.908742
167,167,777,127,2026-02-10 19:49:57.908742
168,168,245,411,2026-02-10 19:49:57.908742
169,169,220,425,2026-02-10 19:49:57.908742
170,170,474,294,2026-02-10 19:49:57.908742
171,171,336,367,2026-02-10 19:49:57.908742
172,172,206,435,2026-02-10 19:49:57.908742
173,173,436,315,2026-02-10 19:49:57.908742
174,174,898,55,2026-02-10 19:49:57.908742
175,175,771,131,2026-02-10 19:49:57.908742
176,176,683,191,2026-02-10 19:49:57.908742
177,177,236,414,2026-02-10 19:49:57.908742
178,178,300,390,2026-02-10 19:49:57.908742
179,179,238,413,2026-02-10 19:49:57.908742
180,180,331,370,2026-02-10 19:49:57.908742
181,181,176,460,2026-02-10 19:49:57.908742
182,182,965,24,2026-02-10 19:49:57.908742
183,183,545,259,2026-02-10 19:49:57.908742
184,184,319,377,2026-02-10 19:49:57.908742
185,185,322,374,2026-02-10 19:49:57.908742
186,186,404,328,2026-02-10 19:49:57.908742
187,187,868,69,2026-02-10 19:49:57.908742
188,188,496,284,2026-02-10 19:49:57.908742
189,189,350,359,2026-02-10 19:49:57.908742
190,190,409,326,2026-02-10 19:49:57.908742
191,191,459,305,2026-02-10 19:49:57.908742
192,192,683,191,2026-02-10 19:49:57.908742
193,193,726,166,2026-02-10 19:49:57.908742
194,194,358,355,2026-02-10 19:49:57.908742
195,195,319,377,2026-02-10 19:49:57.908742
196,196,813,102,2026-02-10 19:49:57.908742
197,197,148,484,2026-02-10 19:49:57.908742
198,198,438,314,2026-02-10 19:49:57.908742
199,199,338,365,2026-02-10 19:49:57.908742
200,200,127,492,2026-02-10 19:49:57.908742
201,201,854,81,2026-02-10 19:49:57.908742
202,202,896,56,2026-02-10 19:49:57.908742
203,203,259,407,2026-02-10 19:49:57.908742
204,204,866,70,2026-02-10 19:49:57.908742
205,205,330,371,2026-02-10 19:49:57.908742
206,206,294,395,2026-02-10 19:49:57.908742
207,207,740,157,2026-02-10 19:49:57.908742
208,208,530,266,2026-02-10 19:49:57.908742
209,209,816,100,2026-02-10 19:49:57.908742
210,210,930,40,2026-02-10 19:49:57.908742
211,211,202,438,2026-02-10 19:49:57.908742
212,212,798,110,2026-02-10 19:49:57.908742
213,213,711,175,2026-02-10 19:49:57.908742
214,214,135,487,2026-02-10 19:49:57.908742
215,215,590,241,2026-02-10 19:49:57.908742
216,216,202,438,2026-02-10 19:49:57.908742
217,217,463,302,2026-02-10 19:49:57.908742
218,218,756,143,2026-02-10 19:49:57.908742
219,219,654,203,2026-02-10 19:49:57.908742
220,220,395,333,2026-02-10 19:49:57.908742
221,221,383,341,2026-02-10 19:49:57.908742
222,222,374,347,2026-02-10 19:49:57.908742
223,223,395,333,2026-02-10 19:49:57.908742
224,224,194,447,2026-02-10 19:49:57.908742
225,225,103,499,2026-02-10 19:49:57.908742
226,226,514,277,2026-02-10 19:49:57.908742
227,227,565,251,2026-02-10 19:49:57.908742
228,228,729,165,2026-02-10 19:49:57.908742
229,229,375,346,2026-02-10 19:49:57.908742
230,230,208,433,2026-02-10 19:49:57.908742
231,231,450,308,2026-02-10 19:49:57.908742
232,232,332,369,2026-02-10 19:49:57.908742
233,233,631,214,2026-02-10 19:49:57.908742
234,234,341,364,2026-02-10 19:49:57.908742
235,235,991,5,2026-02-10 19:49:57.908742
236,236,236,414,2026-02-10 19:49:57.908742
237,237,608,226,2026-02-10 19:49:57.908742
238,238,737,161,2026-02-10 19:49:57.908742
239,239,423,319,2026-02-10 19:49:57.908742
240,240,766,135,2026-02-10 19:49:57.908742
241,241,559,253,2026-02-10 19:49:57.908742
242,242,503,282,2026-02-10 19:49:57.908742
243,243,162,470,2026-02-10 19:49:57.908742
244,244,667,198,2026-02-10 19:49:57.908742
245,245,207,434,2026-02-10 19:49:57.908742
246,246,189,449,2026-02-10 19:49:57.908742
247,247,629,218,2026-02-10 19:49:57.908742
248,248,602,232,2026-02-10 19:49:57.908742
249,249,336,367,2026-02-10 19:49:57.908742
250,250,394,336,2026-02-10 19:49:57.908742
251,251,755,145,2026-02-10 19:49:57.908742
252,252,224,422,2026-02-10 19:49:57.908742
253,253,688,189,2026-02-10 19:49:57.908742
254,254,209,431,2026-02-10 19:49:57.908742
255,255,229,420,2026-02-10 19:49:57.908742
256,256,811,105,2026-02-10 19:49:57.908742
257,257,184,453,2026-02-10 19:49:57.908742
258,258,154,479,2026-02-10 19:49:57.908742
259,259,407,327,2026-02-10 19:49:57.908742
260,260,531,264,2026-02-10 19:49:57.908742
261,261,859,75,2026-02-10 19:49:57.908742
262,262,742,155,2026-02-10 19:49:57.908742
263,263,310,384,2026-02-10 19:49:57.908742
264,264,754,146,2026-02-10 19:49:57.908742
265,265,773,129,2026-02-10 19:49:57.908742
266,266,835,89,2026-02-10 19:49:57.908742
267,267,520,275,2026-02-10 19:49:57.908742
268,268,244,412,2026-02-10 19:49:57.908742
269,269,675,195,2026-02-10 19:49:57.908742
270,270,740,157,2026-02-10 19:49:57.908742
271,271,270,404,2026-02-10 19:49:57.908742
272,272,523,270,2026-02-10 19:49:57.908742
273,273,425,318,2026-02-10 19:49:57.908742
274,274,771,131,2026-02-10 19:49:57.908742
275,275,530,266,2026-02-10 19:49:57.908742
276,276,631,214,2026-02-10 19:49:57.908742
277,277,976,14,2026-02-10 19:49:57.908742
278,278,899,53,2026-02-10 19:49:57.908742
279,279,389,338,2026-02-10 19:49:57.908742
280,280,674,196,2026-02-10 19:49:57.908742
281,281,978,10,2026-02-10 19:49:57.908742
282,282,594,237,2026-02-10 19:49:57.908742
283,283,962,25,2026-02-10 19:49:57.908742
284,284,422,320,2026-02-10 19:49:57.908742
285,285,900,50,2026-02-10 19:49:57.908742
286,286,841,87,2026-02-10 19:49:57.908742
287,287,702,180,2026-02-10 19:49:57.908742
288,288,813,102,2026-02-10 19:49:57.908742
289,289,108,496,2026-02-10 19:49:57.908742
290,290,480,292,2026-02-10 19:49:57.908742
291,291,273,401,2026-02-10 19:49:57.908742
292,292,234,416,2026-02-10 19:49:57.908742
293,293,880,65,2026-02-10 19:49:57.908742
294,294,376,345,2026-02-10 19:49:57.908742
295,295,883,63,2026-02-10 19:49:57.908742
296,296,525,269,2026-02-10 19:49:57.908742
297,297,136,486,2026-02-10 19:49:57.908742
298,298,617,222,2026-02-10 19:49:57.908742
299,299,974,16,2026-02-10 19:49:57.908742
300,300,623,220,2026-02-10 19:49:57.908742
301,301,271,403,2026-02-10 19:49:57.908742
302,302,590,241,2026-02-10 19:49:57.908742
303,303,204,436,2026-02-10 19:49:57.908742
304,304,845,86,2026-02-10 19:49:57.908742
305,305,484,289,2026-02-10 19:49:57.908742
306,306,742,155,2026-02-10 19:49:57.908742
307,307,602,232,2026-02-10 19:49:57.908742
308,308,711,175,2026-02-10 19:49:57.908742
309,309,412,324,2026-02-10 19:49:57.908742
310,310,363,354,2026-02-10 19:49:57.908742
311,311,834,90,2026-02-10 19:49:57.908742
312,312,321,375,2026-02-10 19:49:57.908742
313,313,591,240,2026-02-10 19:49:57.908742
314,314,573,247,2026-02-10 19:49:57.908742
315,315,647,208,2026-02-10 19:49:57.908742
316,316,766,135,2026-02-10 19:49:57.908742
317,317,919,42,2026-02-10 19:49:57.908742
318,318,531,264,2026-02-10 19:49:57.908742
319,319,295,394,2026-02-10 19:49:57.908742
320,320,846,85,2026-02-10 19:49:57.908742
321,321,633,212,2026-02-10 19:49:57.908742
322,322,383,341,2026-02-10 19:49:57.908742
323,323,801,109,2026-02-10 19:49:57.908742
324,324,417,322,2026-02-10 19:49:57.908742
325,325,568,250,2026-02-10 19:49:57.908742
326,326,807,106,2026-02-10 19:49:57.908742
327,327,968,23,2026-02-10 19:49:57.908742
328,328,178,456,2026-02-10 19:49:57.908742
329,329,366,351,2026-02-10 19:49:57.908742
330,330,156,475,2026-02-10 19:49:57.908742
331,331,765,137,2026-02-10 19:49:57.908742
332,332,894,60,2026-02-10 19:49:57.908742
333,333,213,428,2026-02-10 19:49:57.908742
334,334,978,10,2026-02-10 19:49:57.908742
335,335,864,71,2026-02-10 19:49:57.908742
336,336,469,297,2026-02-10 19:49:57.908742
337,337,255,409,2026-02-10 19:49:57.908742
338,338,596,236,2026-02-10 19:49:57.908742
339,339,756,143,2026-02-10 19:49:57.908742
340,340,313,382,2026-02-10 19:49:57.908742
341,341,771,131,2026-02-10 19:49:57.908742
342,342,959,26,2026-02-10 19:49:57.908742
343,343,312,383,2026-02-10 19:49:57.908742
344,344,648,207,2026-02-10 19:49:57.908742
345,345,848,83,2026-02-10 19:49:57.908742
346,346,569,248,2026-02-10 19:49:57.908742
347,347,804,108,2026-02-10 19:49:57.908742
348,348,390,337,2026-02-10 19:49:57.908742
349,349,195,445,2026-02-10 19:49:57.908742
350,350,791,112,2026-02-10 19:49:57.908742
351,351,521,274,2026-02-10 19:49:57.908742
352,352,903,47,2026-02-10 19:49:57.908742
353,353,716,170,2026-02-10 19:49:57.908742
354,354,277,400,2026-02-10 19:49:57.908742
355,355,895,58,2026-02-10 19:49:57.908742
356,356,509,279,2026-02-10 19:49:57.908742
357,357,210,430,2026-02-10 19:49:57.908742
358,358,314,381,2026-02-10 19:49:57.908742
359,359,699,182,2026-02-10 19:49:57.908742
360,360,302,389,2026-02-10 19:49:57.908742
361,361,745,151,2026-02-10 19:49:57.908742
362,362,649,205,2026-02-10 19:49:57.908742
363,363,564,252,2026-02-10 19:49:57.908742
364,364,388,339,2026-02-10 19:49:57.908742
365,365,986,7,2026-02-10 19:49:57.908742
366,366,702,180,2026-02-10 19:49:57.908742
367,367,971,20,2026-02-10 19:49:57.908742
368,368,395,333,2026-02-10 19:49:57.908742
369,369,204,436,2026-02-10 19:49:57.908742
370,370,680,194,2026-02-10 19:49:57.908742
371,371,482,290,2026-02-10 19:49:57.908742
372,372,855,79,2026-02-10 19:49:57.908742
373,373,209,431,2026-02-10 19:49:57.908742
374,374,495,285,2026-02-10 19:49:57.908742
375,375,925,41,2026-02-10 19:49:57.908742
376,376,370,349,2026-02-10 19:49:57.908742
377,377,364,353,2026-02-10 19:49:57.908742
378,378,479,293,2026-02-10 19:49:57.908742
379,379,689,188,2026-02-10 19:49:57.908742
380,380,953,29,2026-02-10 19:49:57.908742
381,381,347,360,2026-02-10 19:49:57.908742
382,382,297,393,2026-02-10 19:49:57.908742
383,383,861,74,2026-02-10 19:49:57.908742
384,384,943,37,2026-02-10 19:49:57.908742
385,385,891,61,2026-02-10 19:49:57.908742
386,386,130,490,2026-02-10 19:49:57.908742
387,387,807,106,2026-02-10 19:49:57.908742
388,388,639,210,2026-02-10 19:49:57.908742
389,389,323,373,2026-02-10 19:49:57.908742
390,390,219,426,2026-02-10 19:49:57.908742
391,391,759,141,2026-02-10 19:49:57.908742
392,392,506,281,2026-02-10 19:49:57.908742
393,393,306,386,2026-02-10 19:49:57.908742
394,394,586,244,2026-02-10 19:49:57.908742
395,395,581,246,2026-02-10 19:49:57.908742
396,396,826,93,2026-02-10 19:49:57.908742
397,397,980,9,2026-02-10 19:49:57.908742
398,398,460,304,2026-02-10 19:49:57.908742
399,399,459,305,2026-02-10 19:49:57.908742
400,400,780,124,2026-02-10 19:49:57.908742
401,401,952,31,2026-02-10 19:49:57.908742
402,402,902,49,2026-02-10 19:49:57.908742
403,403,630,216,2026-02-10 19:49:57.908742
404,404,617,222,2026-02-10 19:49:57.908742
405,405,231,419,2026-02-10 19:49:57.908742
406,406,697,184,2026-02-10 19:49:57.908742
407,407,128,491,2026-02-10 19:49:57.908742
408,408,550,256,2026-02-10 19:49:57.908742
409,409,858,77,2026-02-10 19:49:57.908742
410,410,787,119,2026-02-10 19:49:57.908742
411,411,870,68,2026-02-10 19:49:57.908742
412,412,346,361,2026-02-10 19:49:57.908742
413,413,544,260,2026-02-10 19:49:57.908742
414,414,748,148,2026-02-10 19:49:57.908742
415,415,177,459,2026-02-10 19:49:57.908742
416,416,200,442,2026-02-10 19:49:57.908742
417,417,790,116,2026-02-10 19:49:57.908742
418,418,461,303,2026-02-10 19:49:57.908742
419,419,683,191,2026-02-10 19:49:57.908742
420,420,223,423,2026-02-10 19:49:57.908742
421,421,233,417,2026-02-10 19:49:57.908742
422,422,523,270,2026-02-10 19:49:57.908742
423,423,197,444,2026-02-10 19:49:57.908742
424,424,609,225,2026-02-10 19:49:57.908742
425,425,346,361,2026-02-10 19:49:57.908742
426,426,917,43,2026-02-10 19:49:57.908742
427,427,783,122,2026-02-10 19:49:57.908742
428,428,523,270,2026-02-10 19:49:57.908742
429,429,257,408,2026-02-10 19:49:57.908742
430,430,633,212,2026-02-10 19:49:57.908742
431,431,785,121,2026-02-10 19:49:57.908742
432,432,286,397,2026-02-10 19:49:57.908742
433,433,657,202,2026-02-10 19:49:57.908742
434,434,286,397,2026-02-10 19:49:57.908742
435,435,198,443,2026-02-10 19:49:57.908742
436,436,455,307,2026-02-10 19:49:57.908742
437,437,931,38,2026-02-10 19:49:57.908742
438,438,219,426,2026-02-10 19:49:57.908742
439,439,174,462,2026-02-10 19:49:57.908742
440,440,142,485,2026-02-10 19:49:57.908742
441,441,569,248,2026-02-10 19:49:57.908742
442,442,863,72,2026-02-10 19:49:57.908742
443,443,814,101,2026-02-10 19:49:57.908742
444,444,791,112,2026-02-10 19:49:57.908742
445,445,168,467,2026-02-10 19:49:57.908742
446,446,825,94,2026-02-10 19:49:57.908742
447,447,372,348,2026-02-10 19:49:57.908742
448,448,413,323,2026-02-10 19:49:57.908742
449,449,767,134,2026-02-10 19:49:57.908742
450,450,836,88,2026-02-10 19:49:57.908742
451,451,607,229,2026-02-10 19:49:57.908742
452,452,819,98,2026-02-10 19:49:57.908742
453,453,325,372,2026-02-10 19:49:57.908742
454,454,969,22,2026-02-10 19:49:57.908742
455,455,155,477,2026-02-10 19:49:57.908742
456,456,707,178,2026-02-10 19:49:57.908742
457,457,548,258,2026-02-10 19:49:57.908742
458,458,587,243,2026-02-10 19:49:57.908742
459,459,790,116,2026-02-10 19:49:57.908742
460,460,949,32,2026-02-10 19:49:57.908742
461,461,791,112,2026-02-10 19:49:57.908742
462,462,434,316,2026-02-10 19:49:57.908742
463,463,186,451,2026-02-10 19:49:57.908742
464,464,777,127,2026-02-10 19:49:57.908742
465,465,717,169,2026-02-10 19:49:57.908742
466,466,101,500,2026-02-10 19:49:57.908742
467,467,123,494,2026-02-10 19:49:57.908742
468,468,185,452,2026-02-10 19:49:57.908742
469,469,538,262,2026-02-10 19:49:57.908742
470,470,660,201,2026-02-10 19:49:57.908742
471,471,780,124,2026-02-10 19:49:57.908742
472,472,624,219,2026-02-10 19:49:57.908742
473,473,585,245,2026-02-10 19:49:57.908742
474,474,404,328,2026-02-10 19:49:57.908742
475,475,184,453,2026-02-10 19:49:57.908742
476,476,914,44,2026-02-10 19:49:57.908742
477,477,847,84,2026-02-10 19:49:57.908742
478,478,724,168,2026-02-10 19:49:57.908742
479,479,441,312,2026-02-10 19:49:57.908742
480,480,517,276,2026-02-10 19:49:57.908742
481,481,294,395,2026-02-10 19:49:57.908742
482,482,622,221,2026-02-10 19:49:57.908742
483,483,528,268,2026-02-10 19:49:57.908742
484,484,404,328,2026-02-10 19:49:57.908742
485,485,471,296,2026-02-10 19:49:57.908742
486,486,944,36,2026-02-10 19:49:57.908742
487,487,856,78,2026-02-10 19:49:57.908742
488,488,554,255,2026-02-10 19:49:57.908742
489,489,957,28,2026-02-10 19:49:57.908742
490,490,195,445,2026-02-10 19:49:57.908742
491,491,970,21,2026-02-10 19:49:57.908742
492,492,286,397,2026-02-10 19:49:57.908742
493,493,176,460,2026-02-10 19:49:57.908742
494,494,355,357,2026-02-10 19:49:57.908742
495,495,593,238,2026-02-10 19:49:57.908742
496,496,989,6,2026-02-10 19:49:57.908742
497,497,342,363,2026-02-10 19:49:57.908742
498,498,896,56,2026-02-10 19:49:57.908742
499,499,686,190,2026-02-10 19:49:57.908742
500,500,699,182,2026-02-10 19:49:57.908742
